"","Reference.Number","Name","group","category","class","Feature.Easting","Feature.Northing","Positional.Accuracy.Code","Unique.Property.Reference.Number","Topographic.TOID","Topographic.TOID.Version","ITN.Easting","ITN.Northing","ITN.TOID","ITN.TOID.Version","Distance","Address.Detail","Street.Name","Locality","Geographic.County","Postcode","Verified.Address","Administrative.Boundary","Telephone.Number","URL","Brand","Qualifier.Type","Qualifier.Data","Provenance","Date.of.Supply"
"606319",95378879,"Olympic Windows & Doors",2,3,53,544192.1,184779.7,1,100091750,"0001000042432201",4,544206.2,184776.5,4000000030360765,3,14.4,"8 The Triangle","Tanner Street","Barking","Greater London","IG11 8QA","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606330",95381580,"Select & Save",9,47,699,550930.5,187927.5,1,100021390094,"0001000000220001",2,550922.7,187947.4,5000005111335633,1,21.4,"151","Oldchurch Road","Romford","Greater London","RM7 0BD","Y","Havering London Boro",1708749068,"www.selectandsave.co.uk","Select & Save","","","Local Data Company","2015-03-01"
"606355",95808220,"Pound Corner",9,48,701,544858,185842.7,1,100022214775,"0001000007191846",5,544844,185837.2,4000000030257046,2,15.1,"143","Gordon Road","Ilford","Greater London","IG1 2XT","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606362",95780323,"Til's Barbers",2,10,156,547837.4,187935.3,1,100013059,"0001000000060890",2,547833,187950.3,4000000030258931,4,15.6,"26","High Road","Romford","Greater London","RM6 6PR","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606365",95827709,"Cycle Surgery",9,48,679,551393.4,187931.5,1,NA,"0001000000287516",3,551374.3,187952.1,4000000030160133,5,28.1,"","Davidson Way","Romford","Greater London","RM7 0AZ","Y","Havering London Boro",1708436400,"www.cyclesurgery.com","Cycle Surgery","","","Local Data Company","2015-03-01"
"606372",95807768,"Du'A Foods",9,47,669,547633,187899,1,NA,"0001000000060986",3,547640.7,187880.7,4000000030258905,2,19.9,"1195-1197, High Road","Chadwell Heath","Romford","Greater London","RM6 4AL","N","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606415",95377643,"Barking News Centre",9,47,699,544512.6,183935.1,1,100092504,"0001000042430315",4,544503.8,183926.3,4000000030427996,3,12.5,"113","Ripple Road","Barking","Greater London","IG11 7NY","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606424",95488500,"Touluz Hair Salon",2,10,156,550291.8,184611.8,1,100025174,"0001000000215206",2,550270.6,184611.1,4000000030365520,2,21.2,"676","Rainham Road South","Dagenham","Greater London","RM10 8YS","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606598",95275980,"Britannia Fish Bar",1,2,20,548364.6,188061.1,1,100013014,"0001000000124778",4,548362.9,188077.8,4000000030258933,2,16.8,"166","High Road","Romford","Greater London","RM6 6LU","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606685",95381748,"Dickens News",9,47,699,547274.8,186963.6,1,100012066,"0001000000056673",2,547267,186945.8,4000000030156764,2,19.5,"699","Green Lane","Dagenham","Greater London","RM8 1UU","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606800",95488382,"Clean-Cut",2,10,156,549798.6,184524.3,1,100062680,"0001000000156377",2,549819,184499,4000000030262441,3,32.5,"74","Church Street","Dagenham","Greater London","RM10 9XA","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606863",104606841,"Universal Computers Essex",9,48,828,550881.1,187437.7,1,100023219170,"0001000000221998",4,550883.8,187419,4000000030159723,6,18.9,"174","Rush Green Road","Romford","Greater London","RM7 0JU","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606960",95370755,"International Food Centre",9,47,669,543096,183693.8,1,10012839218,"0001000042416939",3,543093.7,183674.8,4000000030479885,3,19.2,"537","Barking Road","London","Greater London","E6 2LW","Y","Newham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606970",95381753,"Babycare of Dagenham",9,46,797,547074.4,187035.1,1,100091589,"0001000000063488",3,547068,187016.6,4000000030156741,3,19.6,"10-11 Rowallen Parade","Green Lane","Dagenham","Greater London","RM8 1XU","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"606971",95381756,"Green Lane Food & Wine",9,47,669,547034.6,187047.6,1,100091582,"0001000000063482",3,547028.6,187030.2,4000000030156741,3,18.5,"3 Rowallen Parade","Green Lane","Dagenham","Greater London","RM8 1XU","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"607001",95782429,"Evans",9,46,656,544436,184174,1,NA,"1000001810026434",4,544413.3,184098.2,4000000031272145,1,79.1,"8-9, Vicarage Field Shopping Centre, Dorothy Perkins, , Ripple Road","Town Centre","Barking","Greater London","IG11 8DG","N","Barking and Dagenham London Boro",2085919744,"www.evans.co.uk","Evans","","","Local Data Company","2015-03-01"
"607024",95814378,"Chilliz",1,2,18,546828,187025,1,100023050465,"0001000007472799",2,546826.6,187038.9,4000000030257460,2,14,"686","Green Lane","Ilford","Greater London","IG3 9RX","N","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"607114",96574765,"Elm Park Cafe",1,2,13,552558.1,185766.8,1,100023213904,"0001000000342420",3,552575.1,185772.1,4000000030103552,2,17.8,"25","The Broadway","Hornchurch","Greater London","RM12 4RW","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"607125",95378612,"Abbey Cafe Restaurant",1,2,13,544194.5,183979.6,1,100055752,"0001000007187454",3,544161.3,183989.1,5000005111018025,1,34.6,"18","East Street","Barking","Greater London","IG11 8EU","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"607144",95380907,"Lifeline Jobs",2,5,78,547344.9,186894.3,1,100012026,"0001000000057191",4,547348.7,186910.9,4000000030361333,5,17.1,"808","Green Lane","Dagenham","Greater London","RM8 1YT","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"607159",95510495,"The Lucky 7",2,10,180,549842.9,188376.7,1,100023219541,"0001000000169334",2,549839.1,188400.5,4000000030366316,2,24.1,"277","London Road","Romford","Greater London","RM7 9NP","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"607239",95380824,"Cafe Troy",1,2,13,547221.7,186943.7,1,100091620,"0001000000056711",4,547228,186962.4,4000000030156764,2,19.7,"770","Green Lane","Dagenham","Greater London","RM8 1YT","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"607247",95404734,"Dicvic Associates",2,3,45,550298.4,184890.7,1,100025627,"0001000000215383",3,550280.6,184893.9,4000000031159301,1,18.1,"1 Beadles Parade","Rainham Road South","Dagenham","Greater London","RM10 8YL","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"607323",102650879,"Squires",1,2,43,549027.6,184789.8,1,10023599430,"0001000000157605",4,549037.6,184794.7,4000000031211837,2,11.1,"285-287","Heathway","Dagenham","Greater London","RM9 5AQ","Y","Barking and Dagenham London Boro",NA,"","","Restaurant Type","African Restaurant","Local Data Company","2015-03-01"
"607397",95380444,"Goodwins",9,48,682,548907.3,186852.1,1,100002562,"0001000000114221",3,548939,186814,4000000030596681,6,49.6,"773","Becontree Avenue","Dagenham","Greater London","RM8 3HH","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"607427",95487037,"Percy Ingle",9,47,661,552565.3,185746.6,1,100023213745,"0001000000342416",3,552581.5,185751.6,4000000030103552,2,16.9,"29","The Broadway","Hornchurch","Greater London","RM12 4RW","Y","Havering London Boro",2085569431,"www.percy-ingle.co.uk","Percy Ingle","","","Local Data Company","2015-03-01"
"607454",95285472,"The All Clean Group",2,10,158,550966.5,182879.2,1,100023214509,"0001000000212289",2,550959.8,182856.1,4000000030159482,4,24.1,"125","New Road","Rainham","Greater London","RM13 8ES","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"607483",95380352,"Lezet Kebab House & Burgers",1,2,18,547012.3,187016.2,1,100012057,"0001000000063447",5,547018.3,187033.7,4000000030156741,3,18.5,"710","Green Lane","Dagenham","Greater London","RM8 1YX","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"607628",95407839,"Pizza East",1,2,18,544850.4,185863.4,1,10034912781,"0001000007191842",5,544835.9,185857.7,4000000030257046,2,15.6,"135","Gordon Road","Ilford","Greater London","IG1 2XT","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"607696",95405564,"Cafe Chinos",1,2,13,551444.2,187947.4,1,10091833345,"0001000000287498",3,551409.6,187984.8,4000000030160133,5,50.9,"Unit C/8 Seedbed Centre","Davidson Way","Romford","Greater London","RM7 0AZ","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"607732",95381755,"Crystal Cards",9,48,717,547081.1,187033.3,1,100091590,"0001000000063489",3,547074.6,187014.3,4000000030156741,3,20.1,"12 Rowallen Parade","Green Lane","Dagenham","Greater London","RM8 1XU","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"607749",95377753,"Den's",9,47,669,545323.5,185070,1,100018892,"0001000007382296",3,545308.1,185094.4,4000000031179446,2,28.8,"27 Faircross Parade","Longbridge Road","Barking","Greater London","IG11 8UW","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"607801",95377564,"Baltic Stores",9,47,699,544172.4,184009.6,1,100055760,"0001000007190933",4,544161.6,183994.9,5000005111018025,1,18.2,"5","East Street","Barking","Greater London","IG11 8ER","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608017",95408051,"Nagina Sweet",1,2,43,543944,185508.3,1,NA,"0001000007106920",3,543957.8,185513.1,4000000030256944,2,14.6,"298","Ilford Lane","Ilford","Greater London","IG1 2LP","Y","Redbridge London Boro",NA,"","","Restaurant Type","Indian Restaurant","Local Data Company","2015-03-01"
"608021",95408061,"Property Masterz",2,11,190,544033.3,185270.3,1,10034912983,"0001000007195052",3,544048.3,185275.8,4000000030360759,2,16,"370","Ilford Lane","Ilford","Greater London","IG1 2LZ","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608024",95381400,"Stadium Supermarket",9,47,699,549893.1,188384.3,1,100023219674,"0001000000169402",2,549889.7,188408.1,4000000030263510,2,24,"265","London Road","Romford","Greater London","RM7 9NJ","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608035",95410190,"Consol Suncenter",2,10,156,551477,188393.7,1,100023211355,"0001000000292130",2,551465.8,188414.6,4000000030103748,4,23.7,"8 Station Parade","Victoria Road","Romford","Greater London","RM1 2JA","Y","Havering London Boro",1708750339,"www.consol.eu","Consol Suncenter","","","Local Data Company","2015-03-01"
"608143",95377561,"Sense Charity Shop",9,48,714,544226.4,184074.7,1,100055740,"0001000007190948",4,544161.6,183994.9,5000005111018025,1,102.8,"33","East Street","Barking","Greater London","IG11 8ER","Y","Barking and Dagenham London Boro",2085948417,"www.sense.org.uk","Sense","","","Local Data Company","2015-03-01"
"608217",95488297,"Peak Fitness",4,24,293,549088.6,184870.3,1,100026071,"0001000000157533",2,549084.2,184854.1,4000000030159446,6,16.8,"7","Reede Road","Dagenham","Greater London","RM10 8DP","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608270",95830383,"K F C Ltd",1,2,18,548981.4,183491.4,1,100045395,"0001000000106163",4,548980.8,183449.1,4000000030159374,3,42.3,"Unit 2 Merrielands Retail Park","Merrielands Crescent","Dagenham","Greater London","RM9 6SJ","Y","Barking and Dagenham London Boro",3457532532,"www.kfc.co.uk","K F C","","","Local Data Company","2015-03-01"
"608278",95370841,"Firat Food Centre",9,47,669,542740.1,183629.9,1,46003805,"0001000041883901",4,542744.8,183610.2,4000000030255815,2,20.2,"427","Barking Road","London","Greater London","E6 2JX","Y","Newham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608345",95796354,"Kodaklean",2,10,177,544359,184187.2,1,100060469,"0001000007191141",4,544346.5,184197.6,5000005111018026,1,16.3,"6","Station Parade","Barking","Greater London","IG11 8DN","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608355",95787898,"Scrubs Hand Car Wash",2,10,183,542691.2,183431.4,1,10009006319,"0001000041886087",4,542663.9,183421.9,4000000030359967,3,28.9,"3","High Street South","London","Greater London","E6 6EN","Y","Newham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608370",95786313,"Pat's",9,46,659,547223.3,186984.8,1,100091598,"0001000000056692",3,547217,186966.1,4000000030156764,2,19.8,"687","Green Lane","Dagenham","Greater London","RM8 1UU","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608498",95381200,"The Snack Bar",1,2,18,549031.6,184686.8,1,100090803,"0001000000158048",3,549052.6,184689.4,4000000030103499,4,21.1,"9 Station Parade","Heathway","Dagenham","Greater London","RM9 5AW","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608538",95381739,"Launderette",2,10,158,548935.5,187050.2,1,100032577,"0001000000120811",3,548911.2,187039.6,4000000031091260,4,26.5,"24","Whalebone Lane South","Dagenham","Greater London","RM8 1BJ","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608541",95407835,"Cranes",9,47,669,544841.1,185889,1,100023043878,"0001000007191837",4,544825.9,185883,4000000030257046,2,16.3,"125a","Gordon Road","Ilford","Greater London","IG1 2XT","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608723",107667871,"Green Stop",9,47,669,543013.9,183694.4,1,46003909,"0001000042416836",2,543018.2,183665.7,4000000030360037,2,29,"515","Barking Road","London","Greater London","E6 2LN","Y","Newham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608725",107673029,"First Fashion",9,46,656,544438.4,184163.2,1,100047271,"0001000007191445",5,544413.3,184098.2,4000000031272145,1,69.7,"Unit 29  The Vicarage Field Shopping Centre","Ripple Road","Barking","Greater London","IG11 8DH","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608740",118141064,"Black Panther",2,10,156,549306,184085.9,1,100038149,"0001000000159751",3,549289,184086.9,4000000030262344,4,17,"127","Broad Street","Dagenham","Greater London","RM10 9HP","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608782",118146544,"Fish & Meat Bazaar",9,47,669,545233,185006.5,1,100018910,"0001000007382333",5,545216.6,185029.3,4000000030975408,3,28.1,"7 Faircross Parade","Longbridge Road","Barking","Greater London","IG11 8UN","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608900",95439865,"Jd Stores",9,47,669,548882.2,187200.9,1,100032563,"0001000000120435",3,548862.3,187195.6,4000000031043404,1,20.6,"64","Whalebone Lane South","Dagenham","Greater London","RM8 1BB","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608937",95378438,"Poundsave Superstore",9,48,701,544425.2,184092.7,1,100047451,"0001000007191126",4,544413.3,184098.2,4000000031272145,1,13.1,"13-15","Ripple Road","Barking","Greater London","IG11 7NN","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"608981",95375024,"Sense Charity Shop",9,48,714,547902.1,187946.7,1,100012955,"0001000000060860",4,547894.3,187969,4000000031219635,1,23.6,"7 Tudor Parade","High Road","Romford","Greater London","RM6 6PS","Y","Barking and Dagenham London Boro",2085989281,"www.sense.org.uk","Sense","","","Local Data Company","2015-03-01"
"609009",105186350,"Nisa Local",9,47,699,547402.1,188714.4,1,100023218188,"5000005124635298",1,547388.9,188720.3,4000000030258971,2,14.4,"74","Somerville Road","Romford","Greater London","RM6 5AX","Y","Redbridge London Boro",7837794861,"www.nisalocally.com","Nisa","","","Local Data Company","2015-03-01"
"609030",109128962,"Nasir",2,10,156,544104.7,185116.8,1,100023044377,"5000005128702149",1,544088.9,185113.4,4000000030360760,2,16.1,"405a","Ilford Lane","Ilford","Greater London","IG1 2SN","Y","Redbridge London Boro",NA,"","","","","Local Data Company","2015-03-01"
"609036",110635557,"Urban Ink",2,10,180,551477,188393.7,1,100023211354,"0001000000292130",2,551465.8,188414.6,4000000030103748,4,23.7,"7 Station Parade","Victoria Road","Romford","Greater London","RM1 2JA","Y","Havering London Boro",NA,"","","","","Local Data Company","2015-03-01"
"609092",109124240,"Way to Save",9,47,699,544625.1,183822.1,1,100047407,"0001000042430118",2,544600.8,183803,4000000031213530,1,30.9,"147","Ripple Road","Barking","Greater London","IG11 7PW","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"609162",110635566,"R & T World of Beauty",2,10,156,549034.7,184669.3,1,100090554,"0001000000158051",2,549054.8,184671.8,4000000030103499,4,20.3,"6 Station Parade","Heathway","Dagenham","Greater London","RM9 5AW","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
"609178",110635572,"A1 Cash & Carry",9,47,768,549312.7,183869.8,1,100038136,"0001000000154914",3,549293.7,183871.9,4000000030262280,3,19.2,"185","Broad Street","Dagenham","Greater London","RM10 9JD","Y","Barking and Dagenham London Boro",NA,"","","","","Local Data Company","2015-03-01"
